"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Lesotho","LSO","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","6159997.53600099","6859997.2560011","6859997.2560011","6999997.20000112","8389062.34052043","10406842.4989431","14410073.217582","19132362.0961416","28397258.7179584","52900013.2250033","47150011.7875029","59800014.9500037","87883585.1277222","153688462.496501","156538233.618234","","","","","","","","","","","","","","","","","","","","","","","","","","395802389.230366","465908606.994388","494023359.87908","655945408.34449","723055152.274825","890669897.710667","733632207.851428","717415828.899396","668726126.036735","563094584.894189","631752583.215555","664073593.882873","618032177.482019","499287190.889176","619194883.331243","637447794.408116","600357756.786306",
"Late-demographic dividend","LTE","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","56439194963.0551","31696830709.3156","26979419463.6009","31912091374.2602","40605118745.5866","46827238581.8603","53546558386.2874","46831128185.2214","45473095073.0204","57800647397.3663","73953477932.9202","84494014276.8069","96189819357.7108","121215557815.559","150500616946.928","182142856740.267","189458179853.352","213164261503.795","225518279363.29","265688708915.725","299229188722.173","319031669319.723","323259627847.698","291666702300.391","306995651609.179","336781657289.319","361836812996.466","381638137689.142","444139311328.833","519391707550.087","508351532001.232","458997370889.672","497738602602.824","541884943199.843","637060679536.171","773796339567.764","841187016021.71","864032794089.7","825591526385.608","751748147388.654","836979474488.351","897449228554.886","973712635513.781","1161616050374.64","1423874002721.72","1708655305328.67","2058583823528.17","2668838887247.89","3425607865770.89","3618264349590.7","4337337909428.55","5306447496850.84","5848587567597.01","6419542417589.54","6689561466175.85","6364371249957.98","6335965354273.93","6994296977791.6","7890181479012.71","8191856037922.4","8114087903961.56","9505400060568.52","9721293267080.92","9690444336017.33",
"Lithuania","LTU","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1602865686.77141","1725368148.46785","2263899007.33707","2684620630.12516","2408561070.34959","2206892533.44842","2513627104.01381","2954727153.18869","4049949238.57868","5186287878.78788","6109441472.82","7833982933.86874","11355599343.1856","12459124835.3578","6686848762.85794","6259625983.25355","8118572806.27176","7507416210.78875","8645195009.14799","9230190121.0756","8140883298.51445","8559350807.56461","9616949872.62708","11227899020.9616","11686048876.1568","12305533160.0825","15073962566.7013","15968306341.9475","18896733860.4101",
"Luxembourg","LUX","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","300881000.403388","385272802.311184","472621207.955275","636830883.874974","699292667.771334","774871119.885927","762615464.994775","849467642.093416","1015057000.12809","1202971931.75564","1459615119.3268","1149102564.10256","1028491082.46512","859329388.560158","795763055.012566","723437733.541681","1341447534.76612","1925385197.19071","2186940208.44761","2278131654.38165","2939394012.55432","3426756054.34141","3255597239.64868","3705075792.91045","3887986496.26236","4411022167.48768","4145573941.36808","4035433017.59134","4265252278.28406","5071791381.5197","4378738108.62119","4679412609.59882","5038048013.34472","6244662568.89371","7448923681.52782","7288754166.9354","7816106443.26705","9759117927.65532","11853640474.9633","9814595728.88671","9457490356.83335","11853863094.7471","11463634847.0531","12032790606.9534","13177315584.0584","10398064118.5602","10754088413.3206","11704208687.3765","11504480929.0667","12636298021.6863","12303037461.5845","15561045777.6393","14299390632.1927","15548444990.5865",
"Latvia","LVA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","795761551.625784","1051771311.89382","1115384708.44423","1676889074.22852","1677325246.21667","1955694090.38239","2225421983.43407","2247634151.88722","2853421473.37351","4070520359.04774","5223066583.69633","7217870579.38299","11213188346.3275","11407345417.3366","5887606338.61551","4580977584.02942","6305041879.16072","7324499378.70691","7277796157.98608","7158808480.88194","5876839031.72734","5469487220.1292","6326884489.17295","7615028508.20862","7521544367.53724","7687267646.64905","8755038810.45722","8750139170.77824","10507254918.9708",
"Macao SAR, China","MAC","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","232900561.258228","219716413.097403","251389174.087003","269789051.965272","352295561.874607","431471016.53373","513643771.503392","618007506.457338","723975288.842078","993097416.99722","1530039729.85604","1759261002.44115","1945031351.27231","1823097538.85597","1340128539.86744","1343775249.85919","1097036672.45829","1026420666.05354","693878568.135661","631605153.420053","699078463.715326","1084620197.79732","1631353906.56719","3024566646.2574","4855884438.59882","6628418087.23752","6229964426.92182","3967294245.45698","3524023405.01389","4540790161.59222","5838272090.73897","6879364846.91001","10416383659.2598","11172504308.0992","9865962298.73832","9988411414.35193","9248304151.36215","7625330371.09363","6715932358.51718","6895481774.35303","5584978238.62156","6686765739.96793",
"St. Martin (French part)","MAF","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","199878312.179255","229133799.296116","250410513.60639","306057298.799128","296851036.164482","313013166.709153","336528695.837755","415770014.366198","433357224.300414","479597825.507016","590456655.383174","647331988.239905","690532081.377152","845158696.746297","1128664297.20395","2229988646.47808","2755179991.81773","3530930112.85387","3295676572.49636","3815206145.77493","5675364256.78103","5550463469.22141","5462118517.91343","4509201733.62959","3747624435.10815","3779465368.18046","4569923121.04355","4839675926.89514","5786813414.3816","7065598356.30059","7781920090.18796","8054289862.23016","8362423940.03279","8088129003.11862","8392956448.98403","9350603852.45902","9414841824.27561","8909512889.68196","10128121959.7319","10930107546.4033","10480934330.8865","10202097545.1153","11120357844.1158","13498881034.945","16273570043.9005","17759588395.1825","20022003498.8016","25415959043.657","31838277749.6428","29413188368.0232","28576866443.5193","31926945719.186","32032422991.6283","32894636657.1237","32184291445.8461","28563811941.1557","32003137198.6024","33351946626.4851","35475429523.3527","35056913348.7143","31825825982.0338","37334771914.819","34932671696.5237","36708892989.5198",
"Monaco","MCO","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","279678191.431081","334759565.217391","384029004.329004","374594227.188082","215878641.606963","198856949.828687","247922171.790966","271257717.527444","367741669.416034","550509640.42082","734778376.340566","966524936.528344","1500972203.74557","2058438166.73601","1229115605.23242","1571064504.17693","1948936083.75505","2058310108.04085","2187460740.47991","2443561051.40988","1873627740.82384","1774126161.90021","2133662636.99701","2626779913.54865","2745691030.0408","2875579111.56641","3298150653.9477","3270050256.14919","3250420712.73311",
"Madagascar","MDG","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","101213080.575205","117618606.321094","110786015.440073","139168790.50669","137808607.053276","175509694.192","169953908.896724","190560461.578382","246188442.533957","529217269.667073","2423509387.95312","1698505689.56368","1260748390.38156","1218438624.68638","1047636606.99654","713508373.325887","891580584.366165","803247801.525034","561377484.698362","1294035494.02456","1413799000.58205","998373766.99939","1340875126.9165","1538979542.60738","1157857170.70006","340474829.652222","469814812.744435","432772553.521621","539088328.202681","525897483.359923","552294485.958452","789059496.723407","587094684.651163","874597795.932149","1071242869.81545","1132427668.29558","1299050304.80472","2244649137.35969","4053123143.84379","3573472351.92504","2584114087.22697","2851685057.0399","2705511834.04372","2454249819.72124","2288965024.57556","2146785000.25246","2248541715.74583","2390107389.50165","2894013271.12979","2996931493.81516","2548705971.36854","3371783184.58729","3145428814.77016","3409667420.43232",
"Maldives","MDV","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","988336189.567055","1375812553.18299","1762138271.40177","1982757768.03964","2582310120.76833","2522413550.24727","1441144835.60436","1472545469.91901","2264674031.52719","2305813892.51796",
"Middle East & North Africa","MEA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","10502103768.9263","12604701681.6981","14433980459.5387","15971802347.3804","20533135909.2114","29065919281.1354","42905725750.9244","68910636404.2589","95832470541.3884","116329658832.626","127058199726.414","129243510548.079","158079774072.449","175522253223.085","189028651584.93","213017070020.986","204581917536.69","188410038475.784","192355773887.397","153539560826.718","142893211373.098","152238987863.198","171564555645.011","168915360900.713","171113432534.459","149753647193.977","151579343339.067","172283162896.615","196308632108.178","201818822407.125","202996291883.826","205451686594.71","208116269118.128","224639189009.677","221740736808.813","246388602033.71","286000925041.443","337913349039.695","399945585191.146","515391000649.644","660962875446.84","632409982444.469","707574075286.729","819175992682.814","857774303860.949","841031426264.428","871855228186.134","813775165926.315","779703462612.427","790357687724.003","812458514943.099","832746489100.249","727270616908.502","857521875036.573","985569048436.71","1014507703989.66",
"Mexico","MEX","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","2186512000","2199456000","2351008000","2792048000","3403592000","3797488000","4303248000","5074744000","5623368000","6231992000","7093328000","7045816000","8570304000","10667184000","14309944000","18848568000","18696972643.5887","16095724981.1722","21628905872.5348","31504266608.2","48222648250.6209","65952233326.5348","39871032942.0943","26120930271.2875","31503747884.7391","35224921361.612","25196782139.7806","25879617583.4414","33922657774.2779","38460609155.5747","46971997785.6779","58654274904.5033","71260990830.7156","106325942501.919","119948397937.02","61637325928.7241","76556665431.4892","101521985588.107","117152432749.324","131924953647.327","157542302950.286","156613261963.649","157009254079.191","153906481766.322","170291061811.54","190032339740.566","221192935894.074","246430281880.113","273652400236.232","214862076778.919","249307402543.588","288474941933.822","297313159736.718","291905706408.209","295706657463.447","281049750802.406","263907643771.789","276551490007.38","289545442863.154","282547311091.319","225418412688.159","280557432299.113","328917755690.64","433878419201.117",
"Marshall Islands","MHL","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22438800","26307400","39783200","37873300","30603700","54279700","70242200","33471400","29495900","45303000","37132700","32962700","40933500","49114800","46250800","116975600","49497800","52336300","59249500","52381300",
"Middle income","MIC","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","60406722876.2316","45303731997.9559","43465155324.8065","46740973864.4804","57734031222.8065","66747696178.8599","68879296001.1503","66476859231.3578","68589100516.0274","82279374142.4788","96075084578.3256","106392988557.334","122513773266.062","155562203930.776","201292196887.613","254266737253.69","282459973478.075","316723728638.18","350948208127.617","384692318250.298","456896235841.892","507399275978.885","497952707026.05","492123780675.84","501485862413.937","513490380154.95","543474197743.292","549842566357.482","600686448343.768","655192776111.863","712872539163.675","689048351281.796","764167143150.61","855686003239.955","973738649614.801","1077266489578.72","1192920952352.36","1260024518793.13","1235663360592.67","1189256802813.16","1296900948383.82","1337507112806.21","1393959796650.6","1629256068314.54","1998898361653.37","2388258208127.1","2847751401058.23","3587536621242.76","4406584644792.73","4702902677925.36","5716478086908.21","6858058598859.04","7433265566761.08","7958226841114.67","8321604421607.78","8055292809200.95","8039728155376.86","8805721097906.28","9741222226237.79","9922500417792.65","9639462456604.18","11517300451582.2","11927550216760.4","12147927911874.3",
"North Macedonia","MKD","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","804770318.021201","912755102.040816","448968768.41485","425784482.758621","519171231.575818","739854787.098318","766722755.703792","644674872.758907","623958987.864011","609997977.569367","765766901.053014","815907395.745203","855869122.312004","992907916.30937","1206336385.84371","1191469395.66185","1377982891.48014","1891959450.67247","2552637078.1015","2308813433.83845","2169520265.63528","2469296016.97459","2277519954.47925","2564977320.35255","2660564882.87358","2399370150.48056","2602467445.60661","2543068421.7445","2540670650.92156","2652655640.3238","2668903897.13049","3283826224.62586","3346633115.71377","3900350345.63249",
"Mali","MLI","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","38967414.0185596","48618404.3674661","48553130.9836237","47362704.1360243","55628258.9734222","75602026.7571698","88904714.1421843","65011618.7194176","112136502.28241","115464501.194963","151438655.976471","194627789.41349","246884145.461004","","","","","","202063551.808966","352880479.334825","404419581.734618","392320321.713926","416100397.43825","470989727.838034","502861778.19204","542197308.937423","510865175.090809","449815762.365238","601344111.420678","619860321.648751","596386769.974286","517732986.395371","561553153.457502","523225294.046507","595967698.795032","671938510.551133","894140764.128862","1101062249.95356","1264564105.16906","1395490506.42376","1671927760.00792","2266067056.25841","2068011059.55505","2220615889.0339","2424448448.15314","1843753431.18353","2268147100.26991","2572784084.03578","2405464920.28309","2606780902.67505","2804221254.63968","3191892232.93238","3463403663.99633","3469239735.25034","3890213306.95547","3682525288.02936","3961776717.84655",
"Malta","MLT","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","59223158.4323856","55618788.7405567","52392653.7412123","53529817.1536162","71800638.1759634","86425024.2554469","112839633.316033","126040476.332009","138856150.56573","193539726.62577","223648282.424581","242275438.650314","258585694.410515","270055287.099382","243348596.100097","238035734.522008","276166423.140461","394067516.023059","446230614.173308","479739708.802916","649415844.519966","656392949.90603","670095270.535239","642411192.247059","716030634.473291","958286205.907658","996621976.668148","908950131.310099","998489003.82932","935875613.137025","957559963.436421","870063031.955497","777178721.275076","1184226155.34152","1290653269.13868","1441327165.09974","1379931818.82332","1738071204.94089","1846853236.60245","1723430497.94816","1894183948.48795","1760962342.0479","1900459697.45792","1867334267.44317","2001918355.63444","2683580089.11612","2563367466.55214","2647858238.64727","3087250065.83819","3280173205.146","3443951269.32311","4520670755.79484","4656474562.56371","4162449721.03283",
"Myanmar","MMR","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","7829416466.42404","9040544899.19725","10138814475.0787","12880175960.6839","18044761529.076","25579472767.6478","43036884016.1226","60120881095.4419","71182368016.9182","74682870750.4382","70786676095.8864","86993493087.8331","95493399095.6788","105874064483.688","128155332501.573","127910601376.257","123609229567.903","130202759544.62","95989552781.7563","89394478173.7557","96783410324.2633","103965049564.408","90358843607.0458","89520158443.8889","70918347639.3156","74848772466.511","79840207637.5178","96367899091.0282","98830996202.3407","97987540660.1878","99748128687.779","98272278764.8492","111824000141.082","108636030071.612","121230875068.984","142436526055.601","165443981365.458","195811474164.96","244918987085.172","330899630349.547","320997917546.425","356682350580.046","414495584092.219","429369248249.467","390699760137.422","395209772477.271","345056789039.487","328566469754.399","329673775227.618","330943520559.443","335856150967.303","270450879453.555","318031878545.811","337072286294.524","340469520677.304",
"Montenegro","MNE","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166084944.652514","203011821.60129","187851544.055152","227106185.683592","355192450.956047","405831364.258177","621121565.675574","1210164248.56282","1782624871.83243","1137518755.20978","896636524.289118","886661451.475055","807299656.447456","900596989.155914","872988649.286329","816909206.298486","1083077546.34882","1307495656.37829","1610738651.32686","1513279973.13333","1328911934.81296","1296660543.16595","1340277164.33418","1478085021.24991",
"Mongolia","MNG","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","1508607666.66667","1673359200","1475980300","1132424825","1281670400","1726338233.33333","1433338700","1400065466.66667","1596152133.33333","694864020","687672105.263158","315557739.43662","151109236.584543","164785865.235511","332470953.166447","330198413.757766","272088757.57921","326267557.756049","316526506.065363","286527756.738113","273095465.462935","309289381.678146","464556058.925114","554176698.248515","705008199.205416","1136957513.67772","1486858535.49798","2036450452.0595","1324228275.58866","2479387697.22154","5039625450.50197","5546040601.65883","4940199976.70493","3493574767.97837","2123756243.37741","2086961064.09208","2565850043.04252","3537715811.90272","3975430096.16853","3138958489.9986","4102169165.47782","5111973622.57097","5147475408.09605",
"Northern Mariana Islands","MNP","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritania","MRT","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","107364786.364812","135230464.264569","84416584.9198429","49994288.6264123","49174714.9225105","50628829.1795549","83816574.508643","118462586.421567","91641196.0593413","94232996.7105915","106016379.940725","164645934.090743","130355197.119993","75948906.2462431","144142186.211336","411638463.648529","362192311.067083","277125066.233415","325943304.897314","426951326.259831","546223502.940109","585683198.51371","886239200.885505","473933346.895844","541993387.04028","673280178.15126","725565141.632195","754628384.645771","513671572.527724","573248360.604895","700714752.660385","852423375.571304","504254546.324461","1819382868.70322","812103608.022081","715967660.209936","597677732.849191","540991744.14035","572330487.24103","567849862.129412","562975449.945716","746009270.58105","975504725.696689","1057842537.49063","1195749676.20482","1426593149.66493","1834429129.69953","1936834652.98323","1715840698.46291","1873227089.21323","1990568380.93766","2236103907.35621","2363444765.356","2502812783.87976","2115386291.63425","1855735334.27838","2058670211.05554","2460839464.64859","2466542528.48389","2041166988.22536","2612523362.71858","2846630567.21267","2498988284.19166",
"Mauritius","MUS","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","192620696.622403","228534828.405154","287184978.765348","311503861.379672","263915009.997017","250656238.173558","193146961.844278","196477080.521433","188038940.799472","200744919.065153","288868007.222146","401841341.856563","602036431.017899","569189024.330667","811519950.224265","812777732.204094","889816778.134688","912332292.140339","1080181423.90966","948972010.575903","1098109556.8676","1079613176.60637","953188684.868074","1169596984.93691","1051264139.38094","1029244929.61681","1037154629.19698","1308471143.55065","1428101013.59284","1393771814.86192","1630342209.1293","1955664327.41038","2373366059.30136","2328863134.31248","2416646093.47592","2702122730.6534","2635110608.42253","2528161783.59276","2416266913.66429","2029084311.98601","2109623736.02997","2305300294.00192","2659307369.51294","2755435836.82441","1954815639.63321","2250304631.81147","2553166929.87256","3494691799.64091",
"Malawi","MWI","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","212986979.047569","253820372.269879","316213797.113569","477587367.128138","501760735.915746","543574130.575392","569054167.946113","522340766.09979","545207466.304284","498167397.312183","676527658.907233","884918060.715666","1138831787.69991","1726741782.73095","2408740595.92026","2332611592.27182","2441792982.69774","3032971015.5232","4050444681.05501","5597589518.02241","7624203965.02706","9009493842.56496","9739264329.07195","10861820140.0108","10833992563.7107","9312770384.06922","7307930993.60745","7105782656.07996","8678076801.32336","11295970750.6012","14547067794.2604","17866598778.0041","21671574979.3851","26004090758.1111","29974089315.6531","38663078149.9203","42859130296.526","43116615799.5599","19359457806.7672","17326578947.3684","23721315789.4737","23310526315.7895","23682894736.8421","24701052631.5789","26141052631.5789","32013217529.4395","35719105157.6846","43363202309.5391","47478695726.075","44448820159.892","57214226129.2539","66095033240.1635","79753600183.3721","85594030167.1676","87810966555.2453","77947479115.3181","76873875530.9114","79978201537.9353","86828567605.009","83760034230.785","70575637055.1842","72093065543.2452","74226173253.6588","76904658415.7285",
"North America","NAC","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","131060474228.477","153474471228.599","305260288897.864","346972712827.159","374840185344.034","390483362197.448","445573690854.223","517416102633.113","609024987135.998","699184036181.642","738458412641.348","825859992210.651","824129973248.865","886549561172.848","1020060806283.67","1103830793336.6","1160712365825.44","1214682395631.37","1292504718048.41","1373059699767.72","1399034072684.74","1363328775031.37","1408408381962.33","1486337024263.42","1599790225929.63","1705651098013.8","1840318747337.85","1984789925420.21","2147863774208.05","2332338322332.44","2519379752768.02","2534626189538.98","2506749707478.75","2657135303518.67","2918511681923.99","3247565783528.58","3485736165830.1","3574878261264.72","3501887605692.26","3030817434188.5","3136373102977.93","3345333271885.97","3620119016449.79","3782026756761.01","4036705031521.47","4149817807475.86","4237738124854.66","4491722858203.04","4791217190545.6","4989545601480.92","4994568732956.94","5526077277615.24","6063163185138.83","6419845168672.58",
"Namibia","NAM","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","607932653.171279","552897456.525281","428192253.567824","365127491.248541","255034015.984795","197036412.218022","217015472.431021","289284583.304887","336367300.529411","373652304.115223","514263435.422199","413762645.695982","611000787.513666","606994615.854006","640572654.372341","783289308.080732","829361468.445572","719781434.829541","788410580.932528","785770909.621827","648161611.498152","742373136.306462","670338069.967906","941298528.212899","1226351159.41268","1347689590.76649","1726859629.67889","1921357588.29393","2151124247.46193","2466899570.79934","2849047890.59036","2801795103.44143","3357947042.94274","3745676797.35797","4369615619.89902","3512509547.295","2340156928.1776","2312225817.36189","2307975363.65204","1975464812.71283","1446310231.13456","1987646517.70203","2102124064.66234","3240124517.05783",
"New Caledonia","NCL","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","832185903.039285","","","","","","","","721022217.240942","823995031.246463","746710637.108039","760944675.223563","924430911.672937","1418526748.8938","1481920672.68545","1774613575.14498","2436050808.34033","3182911990.17175","3744611122.3494","3260878420.36063","4032996398.94133","4436218213.29476","4049379152.72576","3834592682.86051","3720161134.5077","3069968123.87808","2586663908.15215","2558933291.71001","","","","","","",
"Niger","NER","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","638963852.891492","506382336.975911","306750109.530022","239328586.869915","143492488.108649","142900716.923776","170080845.055417","210956035.026447","293773780.127925","293722758.917943","335024596.107522","263982352.165647","250470519.107617","279193434.313225","193974365.987711","223180532.076846","263903830.1509","239016841.027595","271879843.399064","237264725.007614","289158348.048237","316344469.561293","364814520.827927","440381493.260844","535940215.478333","798687867.754124","904833527.643289","1077811946.16966","1862489150.30929","2090205871.53735","2502211979.57223","2768986181.4048","2715435401.37191","3026046045.94718","3344076738.26331","3157620199.86282","2808824212.71017","2885201330.04568","3649251426.13836","3915622046.34648","3893397722.03113","4256527673.78468","4571632305.56313","4448128181.89838",
"Nigeria","NGA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1647069054.87411","1900587489.11013","2289760334.72459","1685883653.22323","1854568640.465","2406276704.52009","2955790314.33148","3113041870.28439","3247325534.17381","3733080634.32166","3672797528.38392","3689335343.26951","2915677777.16344","2089895911.14792","2304749826.5866","3281196022.67207","3353726587.63974","3788157984.06605",
"Netherlands","NLD","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","8887867035.83025","10726063188.6528","12597689849.6241","14311820241.6918","17907208734.0375","19586773506.0251","22499564308.1213","23427117852.9755","28795644248.9001","35423382562.64","39527163572.4486","44055363555.7526","33980816921.3106","31821388132.376","30648149177.6697","29471851648.3517","30531907510.6157","43789680697.9673","54173088555.2654","61721887612.8888","59948140912.3974","72759361006.8982","72912048561.9991","80030701754.386","75169314190.7926","78479704564.7173","94703541037.6064","97168627450.9804","90395301558.6176","95645412130.6376","102390209123.938","94087486756.0786","95556505554.3308","99930122457.2551","119493521506.666","133428425892.664","139776030281.712","154227714691.764","197191232672.55","210078298889.844","185305213440.625","165719886200","182002325184.825","157217020200","160872281854.118","156779034558.431","169165211407.812","153806401335.409","167596110297.647","185491343900.392","194210915858.823","198392610947.86","218126881686.043","214213260066.149","231979696407.847",
"Norway","NOR","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","3586218482.6891","4457971343.13128","5009410764.70053","6774601963.30084","8630792281.17046","11427806156.6129","13331073032.1635","15449234526.1576","14784350380.5582","16198337315.6138","17976190476.1905","17916020559.2822","17749922528.6644","17808508305.4657","17077743061.9371","16996347648.0715","22670967043.9639","27440593692.0223","30239680834.7399","27558548772.5396","27354505806.9876","26507118727.7299","27315632794.2715","25684582963.3075","27491923600.0907","32593761838.616","35684052218.6734","38001102722.8773","40876860478.9864","38082110985.7421","33947601626.9399","33974999165.8974","37986046744.6579","43219824298.7486","51965493709.9454","62923244082.2662","72397517658.6157","94586553388.9486","104538829787.234","89828252468.8708","88959823521.3015","107200552530.232","114376106574.989","123256000000","118955355725.998","91953332644.4146","92956190476.1905","97850413056.6189","104556286504.765","108835227272.727","100865952739.18","115502095459.837","116895414752.535","113272578100.347",
"Nepal","NPL","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","211392173.830354","204045283.184022","206479992","267794000.243893","271916675","306749991.666667","358249983.333333","422453557.743141","476677177.340437","452612320.858699","546073165.930883","517933339.564495","576920405.451085","694672409.88438","638788967.321577","584774664.969998","721571111.815014","652048997.772829","776625000","857795918.367347","971285140.562249","1018728428.70118","1066000350.69262","1055286521.38822","960544518.027962","1061589691.6172","1153061224.4898","1183840379.29672","1261294977.35217","1479603798.31063","1621314868.85425","1873937949.27597","2175378613.2293","2744634806.96379","2745097784.16592","3553826338.95031","5173929632.42082","5206662318.67177","5480764570.47479","5740206146.36099","6712328282.4975","7039699994.50221","8858189750.18769","10739021257.6237","11560099969.6722","10186975380.7289","10832212192.1475","11934846779.6952","10258557068.9475",
"Nauru","NRU","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","1520024638.81734","1821119446.04732","2386971317.4526","3184917211.63211","3880308880.30888","3884120171.67382","3660366328.9166","3769132023.30404","4365593645.48495","4433537012.92197","5035707392.39529","6031970693.53093","6217771303.71449","6280888538.38065","5710878357.35767","6749872122.76215","7373785382.34052","9393376663.57165","9601288244.76651","9501686689.94496","9405366640.76974","7548953409.8582","7442577626.5419","9136109728.44422","11779107393.6138","14333820403.8257","15672956847.5094","14635314883.6916","11559555766.093","12854325600.7058","10972203925.7015","11575422735.6437","14616294543.8415","20524612190.0574","25163697478.9916","28388368654.5096","26672719019.5188","32805908723.4512","30221409995.0798","24484977200.3248","28938623053.3855","33599810864.0741","36575871208.0765","40748462419.1141","45245140060.2827","40714098920.832","42579140634.5173","47311074137.4513","49694921899.7758","49884213126.9044","49038352418.5758","62594426368.6519","62585622047.7435","62077456860.3772",
