"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Tanzania","TZA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1097044392.65998","1288699254.92871","1240701952.99333","1059887833.86525","1102403774.10415","1029809322.2774","1070037874.47194","1131146134.96482","2752022444.00513","2490014830.48486","2509066289.67219","2656181658.50361","2726675395.41947","3301164843.72554","4280650733.68879","5250957047.35681","5865849043.31646","7407961865.16921","10078027115.9701","9113218104.22407","9850549115.96697","12164493106.056","13070532389.2905","15501065182.6446","16580771621.038","15111352998.8455","16303033017.3552","18730910580.0674","22259283859.0384","26015983345.6782","26780463558.353","29293541318.6731","32444969703.5205","33780849537.4296",
"Uganda","UGA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","68172002.2596489","65918650.9890807","109197816.043679","107797844.043119","130197396.052079","135797284.054319","145597088.058239","167996640.067199","214195716.085678","184796304.073919","139999160.00504","223838038.209296","171111111.111111","121000000","","","","","","212000000","176000000","297754987.719223","307340455.651422","331393463.911141","609285687.24971","702466666.666667","587600933.42119","546834333.53566","503948337.404944","454802843.156914","489991095.17084","583971823.485797","942074683.298391","1025935455.58844","1059151314.21637","1048569024.11816","1155633963.34876","1191206904.97161","1112473655.47537","1233444187.6344","1366523391.46327","1583485520.70306","2051265845.82823","2087818811.3985","2602957818.39168","3284939523.29923","6170533330.92221","7108209710.78701","7352882338.02184","7039628257.52625","9098762950.21365","8554731719.77137","7534200569.75023","7263356269.80716","7394790862.50534","7820315106.10922","8802558858.40733","8842805874.65472","9459483457.46341","10683968632.53","10770315669.9649",
"Ukraine","UKR","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15521886417.8821","20066624611.6558","15946694152.195","12367492684.9707","11224289634.6667","9232733541.80913","9946510153.8521","8203982622.05751","6084336688.42221","6392373267.83614","7771634928.61265","8442306338.44132","10704357727.285","15073698063.5458","19516544191.8978","27288118811.8812","40335841584.1584","48732718828.3917","22265262012.2086","25440547383.7709","31074997461.5827","35429229452.1769","32986488177.155","18872165845.7604","12333519099.2341","14429422745.5991","17683722502.0365","23098699832.3413","27107797775.4734","20933487808.4501","26378582952.7165","19227326490.2418","30204784801.1889",
"Upper middle income","UMC","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","51566522767.6454","33190221576.8483","29996844545.9918","31212631309.8877","39597195751.906","46687717211.5157","52354964457.1695","48865110491.0587","50182104896.7471","61968853380.6913","73936215817.5638","81586727135.3279","95655764080.3062","124624560575.971","162663870163.557","206936911978.184","229776828427.952","253934560824.093","278379982200.433","301203683103.999","359557404394.255","400471693338.665","386807036247.512","379309794389.245","390235575309.887","393980619379.396","410943959389.98","403311183983.69","447063455148.32","494655676581.096","534667884354.985","528817474864.969","590828735697.604","684579503373.692","781523919274.814","857844969874.566","953150886733.693","1002672793408.87","975245662379.86","910988292068.427","1013268923018.5","1033015181636.5","1086836084203.1","1276506466627.06","1570568768459.42","1875095985082.05","2243018108832.25","2791468416132.75","3545553049510.34","3789235122581.37","4634667342561.17","5645938114348.8","6185272919473","6686411104253.79","6972542775909.99","6708397919609.76","6608183720991.5","7226974254500.95","8031481463459.33","8169174277728.2","8019952163943.2","9569074299173.56","9797022726542.77","9974652399480.98",
"Uruguay","URY","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","0","0","0","0","0","0","0","0","0","0","72580645.1612903","465725806.451613","326660816.243872","267164180.555542","593810603.370572","663287364.890049","793126419.379258","884483500.717359","1113801881.57167","1641879651.28641","1699862220.99752","2400620753.55158","1874826756.49664","698164892.972292","531369274.809161","455731741.073194","581771596.867282","839385957.91098","1115554229.06666","1093082820.06124","1128810654.95552","1505690494.39872","1828704064.91379","2213478650.07972","2541685757.31916","2610384942.51063","2864497663.20995","3843272879.32333","4158996495.10209","3654653400.1217","3267960225.4357","2854075469.11706","1680849925.57969","1508201159.19627","1966382005.17005","2873111481.04875","3600240481.61457","4421075969.20032","6396116746.90874","6131115461.22664","7999977730.99975","9624746953.12383","12014281973.7994","13397672052.8974","13183628086.9525","11412766125.6205","9739312923.95218","10556659831.778","9642327494.85781","9016667671.24162","8268887228.6707","10761520060.3049","13455022718.7747","13416939137.1281",
"United States","USA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","111744000000","130792000000","279724000000","316688000000","336702000000","347912000000","395754000000","467452000000","558153000000","641769000000","672378000000","748760000000","752891000000","814433000000","947866000000","1027702000000","1080662000000","1119664000000","1176882000000","1242441000000","1269272000000","1238832000000","1292796000000","1377895000000","1486873000000","1594003000000","1721214000000","1851279000000","2016953000000","2194721000000","2372714000000","2385009000000","2354119000000","2477183000000","2703389000000","2990493000000","3182858000000","3231084000000","3136450000000","2723344000000","2756059000000","2922919000000","3171573000000","3334682000000","3595519000000","3777790000000","3888894000000","4116417000000","4399011000000","4594718000000","4609868000000","5039778000000","5558807000000","5929632000000",
"Uzbekistan","UZB","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5690624389.8994","1919170631.30849","2347686669.72057","3230788407.3453","3208258483.03393","4175094339.62264","4195596951.73582","4311617458.27985","3146794031.86948","3057709669.20531","1985098110.60687","2036465089.46404","2579474097.33124","2843998778.01139","3748482262.98691","5246145566.21395","7912496208.67455","9551520858.06689","11242415502.6974","12507805181.8978","14107644304.5604","15925263840.3681","17935832964.6454","19041252323.5084","18673538262.7719","16008852921.9792","17463000860.7028","24755761072.6749","22952824910.1308","24865722743.1567","26403281482.534","32723813475.3173",
"St. Vincent and the Grenadines","VCT","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","1837840527.97746","1621543360.85026","1693123694.40535","1764623346.13333","1714321839.08046","1840755555.55556","2049355555.55556","2098800000","2548244444.44444","2849311111.11111","2870800000","3386909090.90909","4024704545.45455","4838441860.46512","5468558139.53488","7966558139.53488","11139674418.6047","15753069767.4419","18723627906.9767","17080813953.4884","16720744186.0465","18183534883.7209","18273558139.5349","14402790697.6744","9280560570.07125","10393226666.6667","11950329896.9072","9871220689.65517","13302510344.8276","7114132116.2623","6647567087.25786","9399558293.00484","12543388252.5593","11623197137.8346","9959334680.13468","12342738230.7649","10773180924.994","21867517566.1496","26093865586.9843","23222642288.1671","24617977351.7103","29556756296.2704","20366388147.1272","12935687141.7892","20620432851.9672","29493369063.2851","40977825803.4467","57642352119.2362","69827378998.4146","77594799496.4096","73456327674.8772","56114547128.9022","77437166903.6906","82428541646.0171","104298406479.743","","","","","","","","","",
"British Virgin Islands","VGB","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5271373404.80642","6489585645.79829","7166982054.16247","7352351522.46005","7372697696.75974","8618204782.9332","9527973650.33722","10918420105.3699","13192359562.9195","15106566747.1104","18023992811.2361","20816793535.1767","27177808306.3621","31528592678.9247","35893525278.9252","51755471071.628","52761282442.0605","56042069495.4422","60485544492.1202","66311194331.3765","72200329090.46","76855916995.644","85938797504.9051","94090935658.1682","101521881073.96","104947681234.449","113734908568.922","126318226228.465","130658998526.902",
"Vanuatu","VUT","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","21555801.5497635","25435856.0919077","25265957.4468085","27755986.4021816","38753197.5712114","41110451.4201444","47034694.3348098","50000000","43105300.8595989","40205658.2474954","37579885.0149283","50161075.5551737","54205207.3391549","48702548.3579337","46112022.0937257","43962593.3695375","49723029.2465621","52171070.2835131","47353118.2795699","49885654.8806515","51043804.8898394","82350836.3896592","92479499.8817026","120895691.376438","164627211.71446","238389486.144392","236610482.513285","237189024.524458","207255757.729364","174583726.892457","202353438.929582","181906837.965397","234215938.176681","176169624.337405","238877768.6405","240666273.317297","223284596.779465","420861501.126712","517146707.475846","566829473.159546","",
"World","WLD","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","607956866315.932","690507302033.527","962827972634.993","1205014498686.82","1357180652851.13","1492455299684.3","1618416333072.04","1856115568386.26","2252244297954","2602960581299.86","2903124527936.48","2942546569281.46","2829762752023.83","2858663063393.33","2983623263633.72","3120357367097.75","3738525394965.46","4295630811621.08","4927031202916","5213102203125.46","5755138684190.42","5869968230260.19","6165865772017.97","6167900831245.89","6648085102764.6","7413815900108.7","7592980178577.65","7470155746768.74","7416497843874.94","7737906746755.85","8069040543197.33","7864061435783.53","7928340882058.08","8921817115894.88","10217633784857.7","11294202294850.9","12434323416561.6","14163160726013.9","15572520408656","14313961107991.8","15629826346043.9","17741550228497.9","18496139888903.6","19167497023801.9","19862405606192.3","18926726004124.5","19150588391547.7","20606491969297.9","22334816598392.3","22856052586447.8","22329405270668.3","25597253886489.9","26551206333273.9","27554348780657.4",
"Samoa","WSM","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198274974.366486","90269848.1062637","272307486.09904","304144895.780051","56566652.5740105","288865314.213161","287218909.232516","292113447.717138","275778156.560478","283643415.715872","297828519.130949","283075958.76521","276841763.350093","268508344.547162","323861691.164029",
